date,close
2020-01-01,7200.17
2020-01-02,6985.47
2020-01-03,7344.88
2020-01-04,7410.66
2020-01-05,7411.32
2020-01-06,7769.22
2020-01-07,8163.69
2020-01-08,8079.86
2020-01-09,7879.07
2020-01-10,8166.55
2020-01-11,8037.54
2020-01-12,8192.49
2020-01-13,8144.19
2020-01-14,8827.76
2020-01-15,8807.01
2020-01-16,8723.79
2020-01-17,8929.04
2020-01-18,8942.81
2020-01-19,8706.25
2020-01-20,8657.64
2020-01-21,8745.89
2020-01-22,8680.88
2020-01-23,8406.52
2020-01-24,8445.43
2020-01-25,8367.85
2020-01-26,8596.83
2020-01-27,8909.82
2020-01-28,9358.59
2020-01-29,9316.63
2020-01-30,9508.99
2020-01-31,9350.53
2020-02-01,9392.88
2020-02-02,9344.37
2020-02-03,9293.52
2020-02-04,9180.96
2020-02-05,9613.42
2020-02-06,9729.8
2020-02-07,9795.94
2020-02-08,9865.12
2020-02-09,10116.67
2020-02-10,9856.61
2020-02-11,10208.24
2020-02-12,10326.05
2020-02-13,10214.38
2020-02-14,10312.12
2020-02-15,9889.42
2020-02-16,9934.43
2020-02-17,9690.14
2020-02-18,10142.0
2020-02-19,9633.39
2020-02-20,9608.48
2020-02-21,9686.44
2020-02-22,9663.18
2020-02-23,9924.52
2020-02-24,9650.17
2020-02-25,9341.71
2020-02-26,8820.52
2020-02-27,8784.49
2020-02-28,8672.46
2020-02-29,8599.51
2020-03-01,8562.45
2020-03-02,8869.67
2020-03-03,8787.79
2020-03-04,8755.25
2020-03-05,9078.76
2020-03-06,9122.55
2020-03-07,8909.95
2020-03-08,8108.12
2020-03-09,7923.64
2020-03-10,7909.73
2020-03-11,7911.43
2020-03-12,4970.79
2020-03-13,5563.71
2020-03-14,5200.37
2020-03-15,5392.31
2020-03-16,5014.48
2020-03-17,5225.63
2020-03-18,5238.44
2020-03-19,6191.19
2020-03-20,6198.78
2020-03-21,6185.07
2020-03-22,5830.25
2020-03-23,6416.31
2020-03-24,6734.8
2020-03-25,6681.06
2020-03-26,6716.44
2020-03-27,6469.8
2020-03-28,6242.19
2020-03-29,5922.04
2020-03-30,6429.84
2020-03-31,6438.64
2020-04-01,6606.78
2020-04-02,6793.62
2020-04-03,6733.39
2020-04-04,6867.53
2020-04-05,6791.13
2020-04-06,7271.78
2020-04-07,7176.41
2020-04-08,7334.1
2020-04-09,7302.09
2020-04-10,6865.49
2020-04-11,6859.08
2020-04-12,6971.09
2020-04-13,6845.04
2020-04-14,6842.43
2020-04-15,6642.11
2020-04-16,7116.8
2020-04-17,7096.18
2020-04-18,7257.67
2020-04-19,7189.42
2020-04-20,6881.96
2020-04-21,6880.32
2020-04-22,7117.21
2020-04-23,7429.72
2020-04-24,7550.9
2020-04-25,7569.94
2020-04-26,7679.87
2020-04-27,7795.6
2020-04-28,7807.06
2020-04-29,8801.04
2020-04-30,8658.55
2020-05-01,8864.77
2020-05-02,8988.6
2020-05-03,8897.47
2020-05-04,8912.65
2020-05-05,9003.07
2020-05-06,9268.76
2020-05-07,9951.52
2020-05-08,9842.67
2020-05-09,9593.9
2020-05-10,8756.43
2020-05-11,8601.8
2020-05-12,8804.48
2020-05-13,9269.99
2020-05-14,9733.72
2020-05-15,9328.2
2020-05-16,9377.01
2020-05-17,9670.74
2020-05-18,9726.58
2020-05-19,9729.04
2020-05-20,9522.98
2020-05-21,9081.76
2020-05-22,9182.58
2020-05-23,9209.29
2020-05-24,8790.37
2020-05-25,8906.93
2020-05-26,8835.05
2020-05-27,9181.02
2020-05-28,9525.75
2020-05-29,9439.12
2020-05-30,9700.41
2020-05-31,9461.06
2020-06-01,10167.27
2020-06-02,9529.8
2020-06-03,9656.72
2020-06-04,9800.64
2020-06-05,9665.53
2020-06-06,9653.68
2020-06-07,9758.85
2020-06-08,9771.49
2020-06-09,9795.7
2020-06-10,9870.09
2020-06-11,9321.78
2020-06-12,9480.84
2020-06-13,9475.28
2020-06-14,9386.79
2020-06-15,9450.7
2020-06-16,9538.02
2020-06-17,9480.25
2020-06-18,9411.84
2020-06-19,9288.02
2020-06-20,9332.34
2020-06-21,9303.63
2020-06-22,9648.72
2020-06-23,9629.66
2020-06-24,9313.61
2020-06-25,9264.81
2020-06-26,9162.92
2020-06-27,9045.39
2020-06-28,9143.58
2020-06-29,9190.85
2020-06-30,9137.99
2020-07-01,9228.33
2020-07-02,9123.41
2020-07-03,9087.3
2020-07-04,9132.49
2020-07-05,9073.94
2020-07-06,9375.47
2020-07-07,9252.28
2020-07-08,9428.33
2020-07-09,9277.97
2020-07-10,9278.81
2020-07-11,9240.35
2020-07-12,9276.5
2020-07-13,9243.61
2020-07-14,9243.21
2020-07-15,9192.84
2020-07-16,9132.23
2020-07-17,9151.39
2020-07-18,9159.04
2020-07-19,9185.82
2020-07-20,9164.23
2020-07-21,9374.89
2020-07-22,9525.36
2020-07-23,9581.07
2020-07-24,9536.89
2020-07-25,9677.11
2020-07-26,9905.17
2020-07-27,10990.87
2020-07-28,10912.82
2020-07-29,11100.47
2020-07-30,11111.21
2020-07-31,11323.47
2020-08-01,11759.59
2020-08-02,11053.61
2020-08-03,11246.35
2020-08-04,11205.89
2020-08-05,11747.02
2020-08-06,11779.77
2020-08-07,11601.47
2020-08-08,11754.05
2020-08-09,11675.74
2020-08-10,11878.11
2020-08-11,11410.53
2020-08-12,11584.93
2020-08-13,11784.14
2020-08-14,11768.87
2020-08-15,11865.7
2020-08-16,11892.8
2020-08-17,12254.4
2020-08-18,11991.23
2020-08-19,11758.28
2020-08-20,11878.37
2020-08-21,11592.49
2020-08-22,11681.83
2020-08-23,11664.85
2020-08-24,11774.6
2020-08-25,11366.13
2020-08-26,11488.36
2020-08-27,11323.4
2020-08-28,11542.5
2020-08-29,11506.87
2020-08-30,11711.51
2020-08-31,11680.82
2020-09-01,11970.48
2020-09-02,11414.03
2020-09-03,10245.3
2020-09-04,10511.81
2020-09-05,10169.57
2020-09-06,10280.35
2020-09-07,10369.56
2020-09-08,10131.52
2020-09-09,10242.35
2020-09-10,10363.14
2020-09-11,10400.92
2020-09-12,10442.17
2020-09-13,10323.76
2020-09-14,10680.84
2020-09-15,10796.95
2020-09-16,10974.91
2020-09-17,10948.99
2020-09-18,10944.59
2020-09-19,11094.35
2020-09-20,10938.27
2020-09-21,10462.26
2020-09-22,10538.46
2020-09-23,10246.19
2020-09-24,10760.07
2020-09-25,10692.72
2020-09-26,10750.72
2020-09-27,10775.27
2020-09-28,10709.65
2020-09-29,10844.64
2020-09-30,10784.49
2020-10-01,10619.45
2020-10-02,10575.97
2020-10-03,10549.33
2020-10-04,10669.58
2020-10-05,10793.34
2020-10-06,10604.41
2020-10-07,10668.97
2020-10-08,10915.69
2020-10-09,11064.46
2020-10-10,11296.36
2020-10-11,11384.18
2020-10-12,11555.36
2020-10-13,11425.9
2020-10-14,11429.51
2020-10-15,11495.35
2020-10-16,11322.12
2020-10-17,11358.1
2020-10-18,11483.36
2020-10-19,11742.04
2020-10-20,11916.33
2020-10-21,12823.69
2020-10-22,12965.89
2020-10-23,12931.54
2020-10-24,13108.06
2020-10-25,13031.17
2020-10-26,13075.25
2020-10-27,13654.22
2020-10-28,13271.29
2020-10-29,13437.88
2020-10-30,13546.52
2020-10-31,13781.0
2020-11-01,13737.11
2020-11-02,13550.49
2020-11-03,13950.3
2020-11-04,14133.71
2020-11-05,15579.85
2020-11-06,15565.88
2020-11-07,14833.75
2020-11-08,15479.57
2020-11-09,15332.32
2020-11-10,15290.9
2020-11-11,15701.34
2020-11-12,16276.34
2020-11-13,16317.81
2020-11-14,16068.14
2020-11-15,15955.59
2020-11-16,16716.11
2020-11-17,17645.41
2020-11-18,17804.01
2020-11-19,17817.09
2020-11-20,18621.31
2020-11-21,18642.23
2020-11-22,18370.0
2020-11-23,18364.12
2020-11-24,19107.46
2020-11-25,18732.12
2020-11-26,17150.62
2020-11-27,17108.4
2020-11-28,17717.41
2020-11-29,18177.48
2020-11-30,19625.84
2020-12-01,18803.0
2020-12-02,19201.09
2020-12-03,19445.4
2020-12-04,18699.77
2020-12-05,19154.23
2020-12-06,19345.12
2020-12-07,19191.63
2020-12-08,18321.14
2020-12-09,18553.92
2020-12-10,18264.99
2020-12-11,18058.9
2020-12-12,18803.66
2020-12-13,19142.38
2020-12-14,19246.64
2020-12-15,19417.08
2020-12-16,21310.6
2020-12-17,22805.16
2020-12-18,23137.96
2020-12-19,23869.83
2020-12-20,23477.29
2020-12-21,22803.08
2020-12-22,23783.03
2020-12-23,23241.35
2020-12-24,23735.95
2020-12-25,24664.79
2020-12-26,26437.04
2020-12-27,26272.29
2020-12-28,27084.81
2020-12-29,27362.44
2020-12-30,28840.95
2020-12-31,29001.72
2021-01-01,29374.15
2021-01-02,32127.27
2021-01-03,32782.02
2021-01-04,31971.91
2021-01-05,33992.43
2021-01-06,36824.36
2021-01-07,39371.04
2021-01-08,40797.61
2021-01-09,40254.55
2021-01-10,38356.44
2021-01-11,35566.66
2021-01-12,33922.96
2021-01-13,37316.36
2021-01-14,39187.33
2021-01-15,36825.37
2021-01-16,36178.14
2021-01-17,35791.28
2021-01-18,36630.07
2021-01-19,36069.8
2021-01-20,35547.75
2021-01-21,30825.7
2021-01-22,33005.76
2021-01-23,32067.64
2021-01-24,32289.38
2021-01-25,32366.39
2021-01-26,32569.85
2021-01-27,30432.55
2021-01-28,33466.1
2021-01-29,34316.39
2021-01-30,34269.52
2021-01-31,33114.36
2021-02-01,33537.18
2021-02-02,35510.29
2021-02-03,37472.09
2021-02-04,36926.07
2021-02-05,38144.31
2021-02-06,39266.01
2021-02-07,38903.44
2021-02-08,46196.46
2021-02-09,46481.11
2021-02-10,44918.18
2021-02-11,47909.33
2021-02-12,47504.85
2021-02-13,47105.52
2021-02-14,48717.29
2021-02-15,47945.06
2021-02-16,49199.87
2021-02-17,52149.01
2021-02-18,51679.8
2021-02-19,55888.13
2021-02-20,56099.52
2021-02-21,57539.95
2021-02-22,54207.32
2021-02-23,48824.43
2021-02-24,49705.33
2021-02-25,47093.85
2021-02-26,46339.76
2021-02-27,46188.45
2021-02-28,45137.77
2021-03-01,49631.24
2021-03-02,48378.99
2021-03-03,50538.24
2021-03-04,48561.17
2021-03-05,48927.3
2021-03-06,48912.38
2021-03-07,51206.69
2021-03-08,52246.52
2021-03-09,54824.12
2021-03-10,56008.55
2021-03-11,57805.12
2021-03-12,57332.09
2021-03-13,61243.09
2021-03-14,59302.32
2021-03-15,55907.2
2021-03-16,56804.9
2021-03-17,58870.89
2021-03-18,57858.92
2021-03-19,58346.65
2021-03-20,58313.64
2021-03-21,57523.42
2021-03-22,54529.14
2021-03-23,54738.95
2021-03-24,52774.27
2021-03-25,51704.16
2021-03-26,55137.31
2021-03-27,55973.51
2021-03-28,55950.75
2021-03-29,57750.2
2021-03-30,58917.69
2021-03-31,58918.83
2021-04-01,59095.81
2021-04-02,59384.31
2021-04-03,57603.89
2021-04-04,58758.55
2021-04-05,59057.88
2021-04-06,58192.36
2021-04-07,56048.94
2021-04-08,58323.95
2021-04-09,58245.0
2021-04-10,59793.23
2021-04-11,60204.96
2021-04-12,59893.45
2021-04-13,63503.46
2021-04-14,63109.7
2021-04-15,63314.01
2021-04-16,61572.79
2021-04-17,60683.82
2021-04-18,56216.18
2021-04-19,55724.27
2021-04-20,56473.03
2021-04-21,53906.09
2021-04-22,51762.27
2021-04-23,51093.65
2021-04-24,50050.87
2021-04-25,49004.25
2021-04-26,54021.75
2021-04-27,55033.12
2021-04-28,54824.7
2021-04-29,53555.11
2021-04-30,57750.18
2021-05-01,57828.05
2021-05-02,56631.08
2021-05-03,57200.29
2021-05-04,53333.54
2021-05-05,57424.01
2021-05-06,56396.52
2021-05-07,57356.4
2021-05-08,58803.78
2021-05-09,58232.32
2021-05-10,55859.8
2021-05-11,56704.57
2021-05-12,49150.54
2021-05-13,49716.19
2021-05-14,49880.54
2021-05-15,46760.19
2021-05-16,46456.06
2021-05-17,43537.51
2021-05-18,42909.4
2021-05-19,37002.44
2021-05-20,40782.74
2021-05-21,37304.69
2021-05-22,37536.63
2021-05-23,34770.58
2021-05-24,38705.98
2021-05-25,38402.22
2021-05-26,39294.2
2021-05-27,38436.97
2021-05-28,35697.61
2021-05-29,34616.07
2021-05-30,35678.13
2021-05-31,37332.86
2021-06-01,36684.93
2021-06-02,37575.18
2021-06-03,39208.77
2021-06-04,36894.41
2021-06-05,35551.96
2021-06-06,35862.38
2021-06-07,33560.71
2021-06-08,33472.63
2021-06-09,37345.12
2021-06-10,36702.6
2021-06-11,37334.4
2021-06-12,35552.52
2021-06-13,39097.86
2021-06-14,40218.48
2021-06-15,40406.27
2021-06-16,38347.06
2021-06-17,38053.5
2021-06-18,35787.25
2021-06-19,35615.87
2021-06-20,35698.3
2021-06-21,31676.69
2021-06-22,32505.66
2021-06-23,33723.03
2021-06-24,34662.44
2021-06-25,31637.78
2021-06-26,32186.28
2021-06-27,34649.64
2021-06-28,34434.34
2021-06-29,35867.78
2021-06-30,35040.84
2021-07-01,33572.12
2021-07-02,33897.05
2021-07-03,34668.55
2021-07-04,35287.78
2021-07-05,33746.0
2021-07-06,34235.2
2021-07-07,33855.33
2021-07-08,32877.37
2021-07-09,33798.01
2021-07-10,33520.52
2021-07-11,34240.19
2021-07-12,33155.85
2021-07-13,32702.03
2021-07-14,32822.35
2021-07-15,31780.73
2021-07-16,31421.54
2021-07-17,31533.07
2021-07-18,31796.81
2021-07-19,30817.83
2021-07-20,29807.35
2021-07-21,32110.69
2021-07-22,32313.11
2021-07-23,33581.55
2021-07-24,34292.45
2021-07-25,35350.19
2021-07-26,37337.54
2021-07-27,39406.94
2021-07-28,39995.91
2021-07-29,40008.42
2021-07-30,42235.55
2021-07-31,41626.2
2021-08-01,39974.89
2021-08-02,39201.95
2021-08-03,38152.98
2021-08-04,39747.5
2021-08-05,40869.55
2021-08-06,42816.5
2021-08-07,44555.8
2021-08-08,43798.12
2021-08-09,46365.4
2021-08-10,45585.03
2021-08-11,45593.64
2021-08-12,44428.29
2021-08-13,47793.32
2021-08-14,47096.95
2021-08-15,47047.0
2021-08-16,46004.48
2021-08-17,44695.36
2021-08-18,44801.19
2021-08-19,46717.58
2021-08-20,49339.18
2021-08-21,48905.49
2021-08-22,49321.65
2021-08-23,49546.15
2021-08-24,47706.12
2021-08-25,48960.79
2021-08-26,46942.22
2021-08-27,49058.67
2021-08-28,48902.4
2021-08-29,48829.83
2021-08-30,47054.98
2021-08-31,47166.69
2021-09-01,48847.03
2021-09-02,49327.72
2021-09-03,50025.38
2021-09-04,49944.62
2021-09-05,51753.41
2021-09-06,52633.54
2021-09-07,46811.13
2021-09-08,46091.39
2021-09-09,46391.42
2021-09-10,44883.91
2021-09-11,45201.46
2021-09-12,46063.27
2021-09-13,44963.07
2021-09-14,47092.49
2021-09-15,48176.35
2021-09-16,47783.36
2021-09-17,47267.52
2021-09-18,48278.36
2021-09-19,47260.22
2021-09-20,42843.8
2021-09-21,40693.68
2021-09-22,43574.51
2021-09-23,44895.1
2021-09-24,42839.75
2021-09-25,42716.59
2021-09-26,43208.54
2021-09-27,42235.73
2021-09-28,41034.54
2021-09-29,41564.36
2021-09-30,43790.89
2021-10-01,48116.94
2021-10-02,47711.49
2021-10-03,48199.95
2021-10-04,49112.9
2021-10-05,51514.81
2021-10-06,55361.45
2021-10-07,53805.98
2021-10-08,53967.85
2021-10-09,54968.22
2021-10-10,54771.58
2021-10-11,57484.79
2021-10-12,56041.06
2021-10-13,57401.1
2021-10-14,57321.52
2021-10-15,61593.95
2021-10-16,60892.18
2021-10-17,61553.62
2021-10-18,62026.08
2021-10-19,64261.99
2021-10-20,65992.84
2021-10-21,62210.17
2021-10-22,60692.27
2021-10-23,61393.62
2021-10-24,60930.84
2021-10-25,63039.82
2021-10-26,60363.79
2021-10-27,58482.39
2021-10-28,60622.14
2021-10-29,62227.96
2021-10-30,61888.83
2021-10-31,61318.96
2021-11-01,61004.41
2021-11-02,63226.4
2021-11-03,62970.05
2021-11-04,61452.23
2021-11-05,61125.68
2021-11-06,61527.48
2021-11-07,63326.99
2021-11-08,67566.83
2021-11-09,66971.83
2021-11-10,64995.23
2021-11-11,64949.96
2021-11-12,64155.94
2021-11-13,64469.53
2021-11-14,65466.84
2021-11-15,63557.87
2021-11-16,60161.25
2021-11-17,60368.01
2021-11-18,56942.14
2021-11-19,58119.58
2021-11-20,59697.2
2021-11-21,58730.48
2021-11-22,56289.29
2021-11-23,57569.07
2021-11-24,56280.43
2021-11-25,57274.68
2021-11-26,53569.77
2021-11-27,54815.08
2021-11-28,57248.46
2021-11-29,57806.57
2021-11-30,57005.43
2021-12-01,57229.83
2021-12-02,56477.82
2021-12-03,53598.25
2021-12-04,49200.7
2021-12-05,49368.85
2021-12-06,50582.62
2021-12-07,50700.09
2021-12-08,50504.8
2021-12-09,47672.12
2021-12-10,47243.3
2021-12-11,49362.51
2021-12-12,50098.34
2021-12-13,46737.48
2021-12-14,46612.63
2021-12-15,48896.72
2021-12-16,47665.43
2021-12-17,46202.14
2021-12-18,46848.78
2021-12-19,46707.02
2021-12-20,46880.28
2021-12-21,48936.61
2021-12-22,48628.51
2021-12-23,50784.54
2021-12-24,50822.2
2021-12-25,50429.86
2021-12-26,50809.52
2021-12-27,50640.42
2021-12-28,47588.86
2021-12-29,46444.71
2021-12-30,47178.12
2021-12-31,46306.45
2022-01-01,47686.81
2022-01-02,47345.22
2022-01-03,46458.12
2022-01-04,45897.57
2022-01-05,43569.0
2022-01-06,43160.93
2022-01-07,41557.9
2022-01-08,41733.94
2022-01-09,41911.6
2022-01-10,41821.26
2022-01-11,42735.86
2022-01-12,43949.1
2022-01-13,42591.57
2022-01-14,43099.7
2022-01-15,43177.4
2022-01-16,43113.88
2022-01-17,42250.55
2022-01-18,42375.63
2022-01-19,41744.33
2022-01-20,40680.42
2022-01-21,36457.32
2022-01-22,35030.25
2022-01-23,36276.8
2022-01-24,36654.33
2022-01-25,36954.0
2022-01-26,36852.12
2022-01-27,37138.23
2022-01-28,37784.33
2022-01-29,38138.18
2022-01-30,37917.6
2022-01-31,38483.12
2022-02-01,38743.27
2022-02-02,36952.98
2022-02-03,37154.6
2022-02-04,41500.88
2022-02-05,41441.16
2022-02-06,42412.43
2022-02-07,43840.29
2022-02-08,44118.45
2022-02-09,44338.8
2022-02-10,43565.11
2022-02-11,42407.94
2022-02-12,42244.47
2022-02-13,42197.52
2022-02-14,42586.92
2022-02-15,44575.2
2022-02-16,43961.86
2022-02-17,40538.01
2022-02-18,40030.98
2022-02-19,40122.16
2022-02-20,38431.38
